PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
Plumbing General Permit,COM-SIT-PMT21-40100667,Complex Plans - McIntyre's Southtown,New,"103 CLAUDIA ST, CITY OF SAN ANTONIO, TX 78210",,2131814.1,13696905.5,2021-05-17,2022-01-11,,,MARCELLO MARTINEZ,1,NCD-1 S Presa St and S St Marys St,
Plumbing Irrigation Permit,COM-SIT-PMT21-40100667,Complex Plans - McIntyre's Southtown,New,"103 CLAUDIA ST, CITY OF SAN ANTONIO, TX 78210",,2131814.1,13696905.5,2021-05-17,2022-01-11,,,MARCELLO MARTINEZ,1,NCD-1 S Presa St and S St Marys St,
Plumbing Sewer Permit,COM-SIT-PMT21-40100667,Complex Plans - McIntyre's Southtown,New,"103 CLAUDIA ST, CITY OF SAN ANTONIO, TX 78210",,2131814.1,13696905.5,2021-05-17,2022-01-11,,,MARCELLO MARTINEZ,1,NCD-1 S Presa St and S St Marys St,
Comm Sitework Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,25834203,750632,SAM AVEIDI,0,,
Comm Sitework Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,25834203,750632,SAM AVEIDI,2,,
Electrical General Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Electrical General Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Electrical TML Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Electrical TML Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Plumbing General Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Plumbing General Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Plumbing Irrigation Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Plumbing Irrigation Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Plumbing Sewer Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Plumbing Sewer Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Sidewalk-Curb Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,0,,
Sidewalk-Curb Permit,COM-SIT-PMT22-40100002,AFF - Complex Plans - Horizon Pointe Apartments,New,2411 WOODLAKE,,,,2021-07-09,2022-01-11,,,SAM AVEIDI,2,,
Comm Sitework Permit,COM-SIT-PMT22-40100015,Complex Plans,New,"5005 TIMBERHILL DR, CITY OF SAN ANTONIO, TX 78238",,2086788.4,13722394.2,2022-01-06,2022-01-11,500000,6400,"SYED AMAN, ANJUMAN-E-MOHAMMEDI SAN ANTONIO INC",6,,
Electrical General Permit,COM-SIT-PMT22-40100015,Complex Plans,New,"5005 TIMBERHILL DR, CITY OF SAN ANTONIO, TX 78238",,2086788.4,13722394.2,2022-01-06,2022-01-11,,,"SYED AMAN, ANJUMAN-E-MOHAMMEDI SAN ANTONIO INC",6,,
Plumbing General Permit,COM-SIT-PMT22-40100015,Complex Plans,New,"5005 TIMBERHILL DR, CITY OF SAN ANTONIO, TX 78238",,2086788.4,13722394.2,2022-01-06,2022-01-11,,,"SYED AMAN, ANJUMAN-E-MOHAMMEDI SAN ANTONIO INC",6,,
Plumbing Sewer Permit,COM-SIT-PMT22-40100015,Complex Plans,New,"5005 TIMBERHILL DR, CITY OF SAN ANTONIO, TX 78238",,2086788.4,13722394.2,2022-01-06,2022-01-11,,,"SYED AMAN, ANJUMAN-E-MOHAMMEDI SAN ANTONIO INC",6,,
Comm Swimming Pool Permit,COM-SWM-PMT22-41400001,Minor Structures,New,"25655 OVERLOOK, CITY OF SAN ANTONIO, TX 78260",,2141032.7,13795072.8,2021-09-14,2022-01-11,250000,,"RANDAL D MAHAN, DWAYNES LANDSCAPE SERVICE",0,,
Comm Swimming Pool Permit,COM-SWM-PMT22-41400001,Minor Structures,New,"25655 OVERLOOK, CITY OF SAN ANTONIO, TX 78260",,2141032.7,13795072.8,2021-09-14,2022-01-11,250000,,"RANDAL D MAHAN, DWAYNES LANDSCAPE SERVICE",9,,
Demolition Permit,DEM-DEM-PMT22-39200513,5418 PRESA ST,,"5418 PRESA ST, CITY OF SAN ANTONIO, TX 78223",,2137449.4,13681365.4,2021-11-30,2022-01-11,,2000,TIMOTHY RAMON,3,,
Demolition Permit,DEM-DEM-PMT22-39200524,516 DREXEL AVE,,"516 DREXEL AVE, CITY OF SAN ANTONIO, TX 78210",,2138972.1,13693468,2021-12-13,2022-01-11,,500,JARED JAUREGUI,3,,
Demolition Permit,DEM-DEM-PMT22-39200537,8931 CALLAGHAN RD,,"8931 CALLAGHAN RD, CITY OF SAN ANTONIO, TX 78230",,2114179.1,13738141.5,2021-12-20,2022-01-11,,1546,"ROBLES1, LLC",9,,
LSR Electrical Permit,LSR-ELECT-22-39500091,,,"11128 ELK PARK, CITY OF SAN ANTONIO, TX 78249",,2085568.6,13749056.8,2022-01-11,2022-01-11,,,DANIEL LASKOWSKI,8,,
LSR Mechanical Permit,LSR-MECH-22-39600074,,,"11128 ELK PARK, CITY OF SAN ANTONIO, TX 78249",,2085568.6,13749056.8,2022-01-11,2022-01-11,,,DONALD RACKLER,8,,
LSR Mechanical Permit,LSR-MECH-22-39600082,,,"14402 BRIARMONT, CITY OF SAN ANTONIO, TX 78247",,2155957.3,13757272.1,2022-01-11,2022-01-11,,,RUBEN VALDEZ,10,,
LSR Mechanical Permit,LSR-MECH-22-39600089,,,"5322 MEDICAL DR, CITY OF SAN ANTONIO, TX 78240",,2098893,13731781.6,2022-01-11,2022-01-11,,,"DARREN D QUAN, QUALITY & VALUE",7,,
LSR Mechanical Permit,LSR-MECH-22-39600093,,,"6826 COUNTRY LAWN, CITY OF SAN ANTONIO, TX 78240",,2087890.7,13744980.8,2022-01-11,2022-01-11,,,WYATT MOORE,7,,
LSR Plumbing Permit,LSR-PLUMB-22-39700075,,,"2003 COBBLE GROVE, CITY OF SAN ANTONIO, TX 78231",,2117276.1,13756311.1,2022-01-11,2022-01-11,,,ERIC CARTER,8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700076,,,"3222 QUAKERTOWN, CITY OF SAN ANTONIO, TX 78230",,2112213.7,13742083.8,2022-01-11,2022-01-11,,,"WALTER J SUAREZ, A & A PLUMBING LLC",8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700077,,,"11219 KEMBLE ST, CITY OF SAN ANTONIO, TX 78249",,2088294.1,13746315.4,2022-01-11,2022-01-11,,,"JOHN W BURTCHELL, SWEETWATER HOME SERVICES",8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700078,,,"7415 VEGA GAP, CITY OF SAN ANTONIO, TX 78252",,2082196.5,13677623.2,2022-01-11,2022-01-11,,,"JOHN W BURTCHELL, SWEETWATER HOME SERVICES",4,,
LSR Plumbing Permit,LSR-PLUMB-22-39700079,,,"41 CHAMPION TRAIL, CITY OF SAN ANTONIO, TX 78258",,2131591.8,13785202.5,2022-01-11,2022-01-11,,,"JOHN W BURTCHELL, SWEETWATER HOME SERVICES",9,,
LSR Plumbing Permit,LSR-PLUMB-22-39700080,,,"3406 CAMBRIA WAY, CITY OF SAN ANTONIO, TX 78251",,2072816.6,13717380.3,2022-01-11,2022-01-11,,,"JOHN W BURTCHELL, SWEETWATER HOME SERVICES",6,,
LSR Plumbing Permit,LSR-PLUMB-22-39700081,,,"16314 AVENIDA DEL LUNA, CITY OF SAN ANTONIO, TX 78232",,2141695.8,13762853.3,2022-01-11,2022-01-11,,,"ABELARDO F JIMENEZ, SIMPLE WATER SOFTENERS",10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700083,,,"222 GLASS AVE, CITY OF SAN ANTONIO, TX 78204",,2125116.7,13694091.5,2022-01-11,2022-01-11,,,"WILLIAM W HAWKINS, ALL PRO CONSTRUCTION",5,,
LSR Plumbing Permit,LSR-PLUMB-22-39700084,,,"6530 AMBER OAK, CITY OF SAN ANTONIO, TX 78249",,2089944.5,13757848.4,2022-01-11,2022-01-11,,,"ABELARDO F JIMENEZ, SIMPLE WATER SOFTENERS",8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700085,,,"5323 TIMBER TRAIL, CITY OF SAN ANTONIO, TX 78228",,2099660.9,13722762.4,2022-01-11,2022-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",7,,
LSR Plumbing Permit,LSR-PLUMB-22-39700086,,,"631 HOOKBERRY TRL, CITY OF SAN ANTONIO, TX 78256",,2084973.8,13783015.2,2022-01-11,2022-01-11,,,ERIC CARTER,0,,
LSR Plumbing Permit,LSR-PLUMB-22-39700086,,,"631 HOOKBERRY TRL, CITY OF SAN ANTONIO, TX 78256",,2084973.8,13783015.2,2022-01-11,2022-01-11,,,ERIC CARTER,8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700087,,,"10303 MANOR CREEK, CITY OF SAN ANTONIO, TX 78245",,2065743.3,13703136,2022-01-11,2022-01-11,,,"GERALD CORTEZ, JON WAYNE HEAT, ELCT& A/C,LTD.",4,,
LSR Plumbing Permit,LSR-PLUMB-22-39700088,,,"5015 DRISKILL, CITY OF SAN ANTONIO, TX 78228",,2100295.6,13715873.2,2022-01-11,2022-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",7,,
LSR Plumbing Permit,LSR-PLUMB-22-39700090,,,"142 HOLBROOK, CITY OF SAN ANTONIO, TX 78218",,2155017.7,13718003.7,2022-01-11,2022-01-11,,,"JOHN W BURTCHELL, SWEETWATER HOME SERVICES",2,,
LSR Plumbing Permit,LSR-PLUMB-22-39700092,,,"3618 MILL MEADOW DR, CITY OF SAN ANTONIO, TX 78247",,2150701.4,13753018.8,2022-01-11,2022-01-11,,,JERRY CROSS,10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700094,,,"915 IMPALA, CITY OF SAN ANTONIO, TX 78258",,2130788.3,13776615.5,2022-01-11,2022-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",9,,
Electrical General Permit,MEP-ELE-PMT22-33300822,METER ACTIVATION NEEDED,,"1963 AUSTIN HWY, CITY OF SAN ANTONIO, TX 78218",,2153245,13730590,2022-01-10,2022-01-11,,,"JOSE F CASTILLO, C&S WIRED UP ELECTRIC",2,,
Electrical General Permit,MEP-ELE-PMT22-33300885,432 E Mulberry,,"432 MULBERRY AVE, CITY OF SAN ANTONIO, TX 78212",,2132199.8,13713939,2022-01-10,2022-01-11,,,"ADAM PALACIOS, ADAM PALACIOS",1,,Monte Vista
Electrical General Permit,MEP-ELE-PMT22-33300886,Service Electric,,"444 BEVERLY DR, CITY OF SAN ANTONIO, TX 78228",,2112037.1,13714991,2022-01-10,2022-01-11,,,ROLAND ORTIZ,7,NCD-7 Jefferson,
Electrical General Permit,MEP-ELE-PMT22-33300891,Barbara,,"114 BARBARA, CITY OF SAN ANTONIO, TX 78216",,2129961.1,13730756.4,2022-01-10,2022-01-11,,,"MIGUEL PRIETO JR, KINGDOM ELECTRIC, LLC",1,,
Electrical General Permit,MEP-ELE-PMT22-33300893,SMOOT ELECTRICAL CONTRS,,"26495 US HWY 281, CITY OF SAN ANTONIO, TX 78260",,2142121,13799608.2,2022-01-10,2022-01-11,,,TIMOTHY SMOOT,9,,
Electrical General Permit,MEP-ELE-PMT22-33300925,OZ / Mercedes,,"649 MERCEDES ST, CITY OF SAN ANTONIO, TX 78207",,2119102.9,13695267.9,2022-01-11,2022-01-11,,,"MANUEL VALLEJO, VALLEJO ELECTRIC",5,,
Electrical General Permit,MEP-ELE-PMT22-33300942,212 E Mullberry,,"212 MULBERRY AVE, CITY OF SAN ANTONIO, TX 78212",,2130357.8,13713896.4,2022-01-11,2022-01-11,,,"JOHN RICHARD HERNANDEZ, EZ ELECTRICAL",1,,Monte Vista
Electrical General Permit,MEP-ELE-PMT22-33300952,647 Olney,,"647 OLNEY DR, CITY OF SAN ANTONIO, TX 78209",,2148527.1,13725853.5,2022-01-11,2022-01-11,,,RONALD MITAR,2,,
Electrical General Permit,MEP-ELE-PMT22-33300961,103 Wichita,,"103 WICHITA, CITY OF SAN ANTONIO, TX 78225",,2115224.7,13687792,2022-01-11,2022-01-11,,,RAUL FLORES,5,,
Electrical General Permit,MEP-ELE-PMT22-33300979,Barcelona Residence,,"9615 BARCELONA, CITY OF SAN ANTONIO, TX 78230",,2114544.3,13738493.1,2022-01-11,2022-01-11,,,"ROGELIO MUNOZ, POWER SOURCE ELECTRIC",9,,
Electrical General Permit,MEP-ELE-PMT22-33300986,VD / Pebble,,"15222 PEBBLE DEN, CITY OF SAN ANTONIO, TX 78232",,2145488.8,13758915.5,2022-01-11,2022-01-11,,,"MANUEL VALLEJO, VALLEJO ELECTRIC",10,,
Electrical General Permit,MEP-ELE-PMT22-33300988,Generator Installation,,"11606 OLD HILLS LANE, SAN ANTONIO, TX 78251",,,,2022-01-11,2022-01-11,,,"COLBY HUNTER, HUNTER ELECTRICAL SERVICES",8,,
Electrical General Permit,MEP-ELE-PMT22-33300989,Aaron Cantu,,"6211 PANTHER PEAK, CITY OF SAN ANTONIO, TX 78247",,2168900.9,13764421.1,2022-01-11,2022-01-11,,,"AARON G CANTU, AARON CANTU",10,,
Electrical General Permit,MEP-ELE-PMT22-33301003,General Electric,,"1103 COMMERCE ST, CITY OF SAN ANTONIO, TX 78205",,2134061,13701411,2022-01-11,2022-01-11,,,SANTIAGO MUNGUIA,2,,St Paul Square
Electrical General Permit,MEP-ELE-PMT22-33301006,Martinez property,,"13860 WATSON RD, CITY OF SAN ANTONIO, TX 78073",,2097906.8,13651506.1,2022-01-11,2022-01-11,,,MAURO GONZALEZ,4,,
Electrical General Permit,MEP-ELE-PMT22-33301007,Meter Loop Upgrade,,"11606 OLD HILLS LANE, CITY OF SAN ANTONIO, TX 78251",,2062361.8,13708329.5,2022-01-11,2022-01-11,,,"COLBY HUNTER, HUNTER ELECTRICAL SERVICES",4,,
Electrical General Permit,MEP-ELE-PMT22-33301008,Tobar,,"3815 SWEET OLIVE, CITY OF SAN ANTONIO ETJ, TX 78261",,2152431.7,13797113.6,2022-01-11,2022-01-11,,,"STACEY BURNS, ARROW ELECTRICAL SERVICES",0,,
Electrical General Permit,MEP-ELE-PMT22-33301010,General Electric,,"1103 COMMERCE ST, CITY OF SAN ANTONIO, TX 78205",,2134061,13701411,2022-01-11,2022-01-11,,,SANTIAGO MUNGUIA,2,,St Paul Square
Electrical General Permit,MEP-ELE-PMT22-33301012,Little Brandywine Panel,,"6011 LITTLE BRANDYWINE, CITY OF SAN ANTONIO, TX 78233",,2169106.2,13750196.5,2022-01-11,2022-01-11,,,"RYAN BENAVIDES, 3B ELECTRIC INC",10,,
Electrical General Permit,MEP-ELE-PMT22-33301013,Ronald M. Moore,,"8963 NELSON RD, CITY OF SAN ANTONIO, TX 78252",,2075690.6,13666501.5,2022-01-11,2022-01-11,,,R M MOORE ELECTRIC,4,,
Electrical General Permit,MEP-ELE-PMT22-33301017,Vidal Hinojosa/Lewis,,"116 LEWIS ST, CITY OF SAN ANTONIO, TX 78212",,2128791.4,13707487.7,2022-01-11,2022-01-11,,,"GEORGE J SALDANA, EVENFLOW PLUMBING & ELECTRICAL",1,,
Electrical General Permit,MEP-ELE-PMT22-33301018,General Electric,,"5022 SIERRA MADRE, CITY OF SAN ANTONIO, TX 78233",,2160669.8,13748067.7,2022-01-11,2022-01-11,,,SANTIAGO MUNGUIA,10,,
Electrical General Permit,MEP-ELE-PMT22-33301021,Electrical General Permit,,"4730 BROOK NORTH DR, CITY OF SAN ANTONIO, TX 78238",,2085309.8,13721857.8,2022-01-11,2022-01-11,,,METRO ELECTRIC,6,,
Electrical General Permit,MEP-ELE-PMT22-33301022,Electrical General Permit BLDG 4,,"5351 SHERRI ANN, CITY OF SAN ANTONIO, TX 78233",,2163928,13740964.4,2022-01-11,2022-01-11,,,METRO ELECTRIC,2,,
Electrical General Permit,MEP-ELE-PMT22-33301023,JM / Los Arboles,,"111 LOS ARBOLES, CITY OF SAN ANTONIO, TX 78214",,2129239.1,13686233.1,2022-01-11,2022-01-11,,,"MANUEL VALLEJO, VALLEJO ELECTRIC",5,,
Electrical General Permit,MEP-ELE-PMT22-33301025,Electrical General Permit BLDG 5,,"5351 SHERRI ANN, CITY OF SAN ANTONIO, TX 78233",,2163928,13740964.4,2022-01-11,2022-01-11,,,METRO ELECTRIC,2,,
Electrical General Permit,MEP-ELE-PMT22-33301033,Generator,,"517 PARK AVE, CITY OF SAN ANTONIO, TX 78212",,2131282.3,13709371.3,2022-01-11,2022-01-11,,,"RAUL VILLARREAL, SA CLASSIC ELECTRIC INC",1,,Tobin Hill
Electrical General Permit,MEP-ELE-PMT22-33301034,233 DELAWARE,,"233 DELAWARE, CITY OF SAN ANTONIO, TX 78210",,2133612,13696448.6,2022-01-11,2022-01-11,,,A & M ELECTRIC & TRENCHING LLC,1,,Lavaca
Electrical General Permit,MEP-ELE-PMT22-33301037,HR Building Fire Alarm Upgrade,,"737 PLEASANTON RD, CITY OF SAN ANTONIO, TX 78214",,2126242.5,13684843.6,2022-01-11,2022-01-11,,,"WILLIAM S SHAW, III, MUSTANG COLT SERVICES INC.",5,,
Electrical General Permit,MEP-ELE-PMT22-33301047,PATRICK QUILTER,,"510 CAVE LANE, CITY OF SAN ANTONIO, TX 78209",,2146086.6,13732988.3,2022-01-11,2022-01-11,,,"ROBERT W BROWN, LANDMARK ELCTRIC",10,,
Electrical General Permit,MEP-ELE-PMT22-33301060,Electrical for Pool,,"26318 SUNNY MEADOW, CITY OF SAN ANTONIO ETJ, TX 78260",,2124390.9,13803340.8,2022-01-11,2022-01-11,,,DIONICO CAVAZOS,0,,
Electrical General Permit,MEP-ELE-PMT22-33301061,Pompa Job Gary pools,,"9611 LANTANA DR, CITY OF SAN ANTONIO, TX 78217",,2144826.9,13739748.1,2022-01-11,2022-01-11,,,MYRON K BLAIN,10,,
Electrical General Permit,MEP-ELE-PMT22-33301064,AUAUS00254A,,"7230 IH 10 W, CITY OF SAN ANTONIO, TX 78213",,2112616.8,13730034,2022-01-11,2022-01-11,,,SAM JONATHON SHIPPEY,0,,
Electrical General Permit,MEP-ELE-PMT22-33301064,AUAUS00254A,,"7230 IH 10 W, CITY OF SAN ANTONIO, TX 78213",,2112616.8,13730034,2022-01-11,2022-01-11,,,SAM JONATHON SHIPPEY,1,,
Electrical General Permit,MEP-ELE-PMT22-33337941,9003 HETHERINGTON,,"9003 HETHERINGTON, CITY OF SAN ANTONIO, TX 78240",,2083448.1,13739366.2,2021-11-19,2022-01-11,,,PRAISE ELECTRIC COMPANY,7,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200783,Pizzaria,,"1123 ZARZAMORA ST, CITY OF SAN ANTONIO, TX 78207",,,,2022-01-10,2022-01-11,,,"WATERVILLE PLUMBING COMPANY, LLC",1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200827,10914 whispering wind-gas reinspection,,"10914 WHISPERING WIND, CITY OF SAN ANTONIO, TX 78230",,2115021.6,13745227.8,2022-01-10,2022-01-11,,,CORY UNGER,9,NCD-4 Whispering Oaks,
Plumbing Gas Permit,MEP-GAS-PMT22-34200914,Plumbing Gas Permit,,"309 FORREST AVE, CITY OF SAN ANTONIO, TX 78204",,2125303.9,13694817.2,2022-01-11,2022-01-11,,,HERNANDEZ PLUMBING,5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200927,Vistech Manf,,"3323 IH 35, CITY OF SAN ANTONIO, TX 78219",,2148229.2,13710460.3,2022-01-11,2022-01-11,,,"PATRICK FREUND, PRIMO PLUMBING",2,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200931,ARAMENDIA,,"109 GIBSON, CITY OF SAN ANTONIO, TX 78202",,2138705.6,13704982.6,2022-01-11,2022-01-11,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",2,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200945,Rosio Martir,,"1014 PALMETTO, CITY OF SAN ANTONIO, TX 78202",,2138625.6,13704996.9,2022-01-11,2022-01-11,,,CHARLES DEAN FAUGHT,2,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200949,The Ridge,,"4700 STRINGFELLOW DR, CITY OF SAN ANTONIO, TX 78223",,2148658,13685560.5,2022-01-11,2022-01-11,,,"TIMOTHY R CROCKETT, ROTO-ROOTER SERVICES COMPANY",3,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200958,plumbing,,"1022 DAKOTA ST, CITY OF SAN ANTONIO, TX 78203",,2138575.4,13699084.1,2022-01-11,2022-01-11,,,ROSENDO MEDINA,2,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200970,"Lingenfelter, David",,"4003 MOORESFIELD, CITY OF SAN ANTONIO, TX 78217",,2153926.9,13738875.3,2022-01-11,2022-01-11,,,A & A PLUMBING,10,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200976,Risen Foundation,,"8515 SPEEDWAY DR, CITY OF SAN ANTONIO, TX 78230",,2117293,13736305.2,2022-01-11,2022-01-11,,,SHAWN O'HAVER,1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34200977,Plumbing,,"720 MAIN AVE, CITY OF SAN ANTONIO, TX 78205",,2129630.6,13705712.5,2022-01-11,2022-01-11,,,FIVE STAR PLUMBING,1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201000,127 conrad - gas,,"127 CONRAD, CITY OF SAN ANTONIO, TX 78210",,2133411.3,13694496.9,2022-01-11,2022-01-11,,,"DAVID F GONZALES, J&D PLUMBING",1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201001,402 neff - gas,,"402 NEFF AVE, CITY OF SAN ANTONIO, TX 78201",,2115929.6,13709721.9,2022-01-11,2022-01-11,,,"DAVID F GONZALES, J&D PLUMBING",1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201026,Vincent,,"1011 HORTENCIA ST, CITY OF SAN ANTONIO, TX 78228",,2101932.9,13709331.2,2022-01-11,2022-01-11,,,"JBS CONSTRUCTION SERVICES, L.L.C",5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201030,Elbel Plumbing,,"5071 410, CITY OF SAN ANTONIO, TX 78229",,2099650.7,13725109,2022-01-11,2022-01-11,,,"PATRICK ELBEL, ELBEL PLUMBING",7,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201071,Trades,,"7611 SHADYLANE, CITY OF SAN ANTONIO, TX 78209",,2139169.5,13731489.1,2022-01-11,2022-01-11,,,ANTONIO VASQUEZ,10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400813,Plumbing Irrigation Permit,,"1932 CAPELLA RIDGE, CITY OF SAN ANTONIO ETJ, TX 78260",,2140595.5,13813525.3,2022-01-10,2022-01-11,,,A J IRRIGATION,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400818,Plumbing Irrigation Permit,,"2215 CAPELLA RIDGE, SAN ANTONIO, TX 78260",,,,2022-01-10,2022-01-11,,,A J IRRIGATION,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400908,10634 Borlaug St,,"10634 BORLAUG ST, CITY OF SAN ANTONIO, TX 78109",,2197657.3,13715531.3,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,2,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400909,5715 Fruchel Way,,"5715 FRUCHEL WAY, CITY OF SAN ANTONIO ETJ, TX 78244",,2177098.6,13723332.7,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400910,3510 rizzoli ave,,"3510 RIZZOLI AVE, CITY OF SAN ANTONIO ETJ, TX 78261",,2149617,13790195.2,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400911,210 Rainbow Dr Bldg #1,,"210 RAINBOW DR, CITY OF SAN ANTONIO, TX 78209",,2146756.7,13727205.2,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400915,24319 Palermo Way,,"24319 PALERMO WAY, CITY OF SAN ANTONIO ETJ, TX 78261",,2148920.4,13790693.5,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400917,1850 morse way,,"1850 MORSE WAY, CITY OF SAN ANTONIO, TX 78227",,2079191.9,13698199.5,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,4,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400918,14211 mulch ct,,"14211 MULCH CT, CITY OF SAN ANTONIO ETJ, TX 78252",,,,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400919,12503 REVOLVER RUN,,"12503 REVOLVER RUN, CITY OF SAN ANTONIO ETJ, TX 78254",,,,2022-01-11,2022-01-11,,,LANDSCAPE OF TEXAS/SMITH&SONS,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400919,12503 REVOLVER RUN,,"12503 REVOLVER RUN, CITY OF SAN ANTONIO ETJ, TX 78254",,,,2022-01-11,2022-01-11,,,LANDSCAPE OF TEXAS/SMITH&SONS,6,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400920,12117 BUCKAROO RANCH,,"12117 BUCKAROO RANCH, CITY OF SAN ANTONIO ETJ, TX 78254",,,,2022-01-11,2022-01-11,,,LANDSCAPE OF TEXAS/SMITH&SONS,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400921,6787 Hatchery Way,,,,,,2022-01-11,2022-01-11,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400923,618 RANCHO GUERRA,,"618 RANCHO GUERRA, CITY OF SAN ANTONIO ETJ, TX 78245",,,,2022-01-11,2022-01-11,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34400928,7142 PERSEUS BROOK,,"7142 PERSEUS BROOK, CITY OF SAN ANTONIO, TX 78252",,2083758.5,13674048.5,2022-01-11,2022-01-11,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",4,,
